Shape,nsites,elements,nelements,composition,composition_reduced,formula_pretty,formula_anonymous,chemsys,volume,density,density_atomic,symmetry,material_id,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,grain_boundaries,band_gap,cbm,vbm,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites,types_of_magnetic_species,k_vrh,g_vrh,e_total,e_ionic,e_electronic,n,e_ij_max,weighted_surface_energy_EV_PER_ANG2,weighted_surface_energy,weighted_work_function,surface_anisotropy,shape_factor,has_reconstructed,possible_species,theoretical
Cubic,10,"[Element Ag, Element Br, Element Rb, Element Tl]",4,Rb2 Tl1 Ag1 Br6,Rb2 Tl1 Ag1 Br6,Rb2TlAgBr6,ABC2D6,Ag-Br-Rb-Tl,355.94753914687476,4.490699223048228,35.59475391468747,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111723,-2.692252254,-3.012652254,-1.3652085265,1.715787500033983e-05,False,,0.0,-0.0575,-0.036,-0.03693901,False,True,False,NM,0.0022918,6.43858925248626e-06,0.0022918,0,0,[],,,,,,,,,,,,,,"['Br-', 'Rb+', 'Tl3+', 'Ag+']",True
Cubic,10,"[Element Bi, Element In, Element O, Element Sr]",4,Sr2 In1 Bi1 O6,Sr2 In1 Bi1 O6,Sr2InBiO6,ABC2D6,Bi-In-O-Sr,151.55648700266326,6.519539684033151,15.155648700266326,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1518215,-5.794022825,-6.206222824999999,-2.241093621583333,0.07091486775000266,False,,0.0,,,3.35356571,False,True,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['Bi5+', 'In3+', 'Sr2+', 'O2-']",True
Cubic,10,"[Element Cu, Element F, Element Ga, Element Rb]",4,Rb2 Ga1 Cu1 F6,Rb2 Ga1 Cu1 F6,Rb2GaCuF6,ABC2D6,Cu-F-Ga-Rb,153.28991705947251,4.530168586168107,15.328991705947251,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111036,-4.428798973,-4.705998973,-2.6502745087499995,0.03883925950000222,False,,0.3578000000000001,2.4033,2.0455,2.10007952,False,False,False,NM,0.0001468,9.576624661036603e-07,0.0001468,0,0,[],,,,,,,,,,,,,,"['Cu+', 'F-', 'Ga3+', 'Rb+']",True
Cubic,10,"[Element Cl, Element K, Element Na, Element Ta]",4,K2 Na1 Ta1 Cl6,K2 Na1 Ta1 Cl6,K2NaTaCl6,ABC2D6,Cl-K-Na-Ta,281.1123413790933,2.9231071396335153,28.11123413790933,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1112873,-4.1724328559999995,-4.540832856,-1.891600778255172,0.14977454512500277,False,,0.0,2.7765,2.803,2.78885841,False,True,True,FM,2.001524,0.007120014689432827,2.001524,1,1,[Element Ta],,,,,,,,,,,,,,"['Cl-', 'Na+', 'Ta3+', 'K+']",True
Cubic,5,"[Element C, Element Mn, Element Zn]",3,Mn3 Zn1 C1,Mn3 Zn1 C1,Mn3ZnC,ABC3,C-Mn-Zn,58.20974039931948,6.910162174070456,11.641948079863896,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-2930,-7.62638847,-7.62638847,-0.031497474258621594,0.04248646001839429,False,,0.0,,,5.18388028,False,True,True,FM,6.9852646,0.12000164494947076,6.9852646,3,1,[Element Mn],192.0847422836863,71.10873977520903,,,,,,,,,,,,[],False
Cubic,10,"[Element As, Element Cl, Element Hg, Element Rb]",4,Rb2 Hg1 As1 Cl6,Rb2 Hg1 As1 Cl6,Rb2HgAsCl6,ABC2D6,As-Cl-Hg-Rb,308.66512227057444,3.546139446826479,30.866512227057445,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1113319,-2.920493166,-3.288893166,-1.4873844784999997,0.05164098125000072,False,,0.0,1.1133,1.1354,1.11697388,False,True,False,NM,0.0447564,0.00014499986156766602,0.0447564,0,0,[],,,,,,,,,,,,,,"['Cl-', 'Hg+', 'Rb+', 'As3+']",True
Cubic,40,"[Element Ce, Element Nb, Element O, Element Sr]",4,Sr8 Ce4 Nb4 O24,Sr2 Ce1 Nb1 O6,Sr2CeNbO6,ABC2D6,Ce-Nb-O-Sr,612.6680785491461,5.466851844796324,15.316701963728653,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pn-3' number=201 point_group='m-3' symprec=0.1 version='1.16.2',mp-1522970,-7.85743838875,-8.26963838875,-3.360287051833334,0.06419877881818081,False,,0.0,,,5.66816297,False,True,True,FM,4.0096659,0.006544597377254017,1.002416475,8,2,"[Element Ce, Element Nb]",,,,,,,,,,,,,,"['Nb5+', 'Ce3+', 'Sr2+', 'O2-']",True
Tetragonal,10,"[Element Ba, Element Ca, Element O, Element W]",4,Ba2 Ca1 W1 O6,Ba2 Ca1 W1 O6,Ba2CaWO6,ABC2D6,Ba-Ca-O-W,154.90304384778858,6.373690480453075,15.490304384778858,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/m' number=87 point_group='4/m' symprec=0.1 version='1.16.2',mp-19182,-7.0231536750000005,-7.879153675,-3.030972449250001,0.0025274979999991842,False,,3.2693,5.295,2.0257,2.09292578,False,False,False,NM,1.35e-05,8.715128937857039e-08,1.35e-05,0,0,[],,,24.93481957666667,20.60200569666667,4.332813880000001,2.0815412270719023,,,,,,,,"['Ba2+', 'Ca2+', 'O2-', 'W6+']",False
Cubic,10,"[Element Cu, Element F, Element Ni, Element Rb]",4,Rb2 Cu1 Ni1 F6,Rb2 Cu1 Ni1 F6,Rb2CuNiF6,ABC2D6,Cu-F-Ni-Rb,141.02398996518662,4.794319642474107,14.102398996518662,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1113474,-4.248964441,-4.780264441,-2.449335911,0.028578445000004393,False,,0.0,,,0.63019233,False,True,True,FiM,0.9995653,0.007087909654568376,0.9995653,2,2,"[Element Cu, Element Ni]",,,,,,,,,,,,,,"['Cu2+', 'Rb+', 'Ni2+', 'F-']",True
Cubic,5,"[Element N, Element Nd, Element Pb]",3,Nd3 Pb1 N1,Nd3 Pb1 N1,Nd3PbN,ABC3,N-Nd-Pb,205.21101794902822,5.291532619105942,41.042203589805645,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-19778,-3.930419398,-4.002619398,1.2680974604999995,2.2074732060000004,False,,0.0,,,2.04820179,False,True,False,NM,0.0001245,6.06692570624664e-07,0.0001245,0,0,[],,,,,,,,,,,,,,[],True
Monoclinic,20,"[Element Lu, Element O, Element Ru, Element Sr]",4,Sr4 Lu2 Ru2 O12,Sr2 Lu1 Ru1 O6,Sr2LuRuO6,ABC2D6,Lu-O-Ru-Sr,273.3277803597959,6.649663342780214,13.666389017989795,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',mp-20687,-7.1776821695,-7.589882169499999,-2.904434946083333,0.0,True,,0.11470000000000002,3.1796,3.0649,3.12757098,False,False,True,FM,5.9987003,0.021946910380289893,2.99935015,2,1,[Element Ru],,,,,,,,,,,,,,"['Ru5+', 'O2-', 'Lu3+', 'Sr2+']",False
Cubic,10,"[Element I, Element In, Element Na, Element Rb]",4,Rb2 Na1 In1 I6,Rb2 Na1 In1 I6,Rb2NaInI6,ABC2D6,I-In-Na-Rb,452.51235580074996,3.9270958780021257,45.251235580075,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1114118,-2.530778433,-2.7581784330000003,-1.2706309061551724,0.07696331766666731,False,,0.6818,1.4864,0.8046,0.8075,True,False,False,NM,0.000635,1.403276599765605e-06,0.000635,0,0,[],,,,,,,,,,,,,,"['Na+', 'In3+', 'Rb+', 'I-']",True
Orthorhombic,20,"[Element O, Element Sn, Element Sr]",3,Sr4 Sn4 O12,Sr1 Sn1 O3,SrSnO3,ABC3,O-Sn-Sr,266.2174999396318,6.345516909051056,13.31087499698159,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-2879,-6.334335229500001,-6.7465352295,-2.638708941083334,0.0,True,,1.7365,5.6273,3.8908,4.02610106,False,False,False,NM,0.0,0.0,0.0,0,0,[],137.602706627805,74.38202945553661,17.806729703333335,13.283993080000002,4.522736623333333,2.1266726648295764,,,,,,,,"['Sr2+', 'O2-', 'Sn4+']",False
Cubic,10,"[Element Cl, Element K, Element Na, Element Tl]",4,K2 Na1 Tl1 Cl6,K2 Na1 Tl1 Cl6,K2NaTlCl6,ABC2D6,Cl-K-Na-Tl,305.05777921776735,2.8212259486821014,30.505777921776733,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111616,-3.097450725,-3.465850725,-1.7661320955885056,0.0368294570000014,False,,1.9894,1.0361,-0.9533,-0.94729992,True,False,False,NM,0.0002531,8.296788911562982e-07,0.0002531,0,0,[],,,,,,,,,,,,,,"['Tl3+', 'Na+', 'K+', 'Cl-']",True
Cubic,10,"[Element Lu, Element Nb, Element O, Element Sr]",4,Sr2 Lu1 Nb1 O6,Sr2 Lu1 Nb1 O6,Sr2LuNbO6,ABC2D6,Lu-Nb-O-Sr,144.57358895376143,6.192091220495636,14.457358895376142,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1205760,-7.833483974000001,-8.245683974,-3.477546500583334,0.047663285499998764,False,,2.8966000000000003,4.9043,2.0077,2.14742189,True,False,False,NM,0.000247,1.708472493402632e-06,0.000247,0,0,[],,,,,,,,,,,,,,"['O2-', 'Nb5+', 'Sr2+', 'Lu3+']",True
Cubic,10,"[Element Cl, Element Li, Element Nd, Element Rb]",4,Rb2 Li1 Nd1 Cl6,Rb2 Li1 Nd1 Cl6,Rb2LiNdCl6,ABC2D6,Cl-Li-Nd-Rb,302.12489518005987,2.9395693063235293,30.212489518005988,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110682,-4.042562945,-4.410962945,-2.438027104583333,0.032163016000000155,False,,4.8504000000000005,3.8626,-0.9878,-0.98583333,True,False,False,NM,1.64e-05,5.4282186809617115e-08,1.64e-05,0,0,[],,,,,,,,,,,,,,"['Nd3+', 'Li+', 'Cl-', 'Rb+']",True
Cubic,5,"[Element Cu, Element Er, Element O]",3,Er1 Cu1 O3,Er1 Cu1 O3,ErCuO3,ABC3,Cu-Er-O,53.403026653845295,8.669239076915824,10.680605330769058,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1184157,-6.493884548,-6.906084548,-2.2046862252499997,0.2747095850625003,False,,0.0,,,4.99354127,False,True,False,NM,0.000666,1.2471203258140512e-05,0.000666,0,0,[],,,,,,,,,,,,,,"['Er3+', 'O2-', 'Cu3+']",True
Cubic,10,"[Element Br, Element K, Element Na, Element Y]",4,K2 Na1 Y1 Br6,K2 Na1 Y1 Br6,K2NaYBr6,ABC2D6,Br-K-Na-Y,365.68168749655666,3.04023383136253,36.56816874965567,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110888,-3.743028088,-4.063428088,-2.130631659921839,0.026535424999999613,False,,4.0741,2.9232,-1.1509,-1.14335787,True,False,False,NM,0.000641,1.7528906202229112e-06,0.000641,0,0,[],,,,,,,,,,,,,,"['K+', 'Na+', 'Br-', 'Y3+']",True
Cubic,10,"[Element Cl, Element Ga, Element Na, Element Rb]",4,Rb2 Na1 Ga1 Cl6,Rb2 Na1 Ga1 Cl6,Rb2NaGaCl6,ABC2D6,Cl-Ga-Na-Rb,277.8072514687602,2.8473877554373117,27.780725146876023,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1113926,-3.332075295,-3.7004752949999995,-1.9601843529051721,0.05649475149999894,False,,2.9042,2.2738,-0.6304,-0.62488598,True,False,False,NM,0.0011545,4.155759051990855e-06,0.0011545,0,0,[],,,,,,,,,,,,,,"['Ga3+', 'Cl-', 'Na+', 'Rb+']",True
Cubic,5,"[Element O, Element Rb, Element Ru]",3,Rb1 Ru1 O3,Rb1 Ru1 O3,RbRuO3,ABC3,O-Rb-Ru,62.97762089316109,6.184041013311599,12.595524178632218,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-975208,-6.04598619,-6.458186190000001,-1.4391856407500008,0.19918271775000562,False,,0.0,,,3.19489095,False,True,False,NM,0.0416099,0.0006607093029218976,0.0416099,0,0,[],,,,,,,,,,,,,,"['Rb+', 'Ru5+', 'O2-']",True
Cubic,10,"[Element Ag, Element F, Element Nb, Element Rb]",4,Rb2 Nb1 Ag1 F6,Rb2 Nb1 Ag1 F6,Rb2NbAgF6,ABC2D6,Ag-F-Nb-Rb,189.18535694251992,4.263146115942126,18.918535694251993,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110605,-4.982101425,-5.259301424999999,-2.6229211256666662,0.2903744623333342,False,,0.0,,,2.54168917,False,True,True,FM,2.0007032,0.010575359701902681,2.0007032,1,1,[Element Nb],,,,,,,,,,,,,,"['Nb3+', 'Ag+', 'Rb+', 'F-']",True
Cubic,5,"[Element Fe, Element N, Element Ni]",3,Fe3 Ni1 N1,Fe3 Ni1 N1,Fe3NiN,ABC3,Fe-N-Ni,53.75524893195147,7.421038440795771,10.751049786390293,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-567703,-7.9598904919999995,-8.032090491999998,-0.12675144499999788,0.026355179500001213,False,,0.0,,,6.13814878,False,True,True,FM,8.0131899,0.1490680456180914,8.0131899,4,2,"[Element Fe, Element Ni]",190.95569218481802,86.57249398971052,,,,,,,,,,,,[],False
Cubic,10,"[Element Br, Element Cs, Element Li, Element Ta]",4,Cs2 Li1 Ta1 Br6,Cs2 Li1 Ta1 Br6,Cs2LiTaBr6,ABC2D6,Br-Cs-Li-Ta,328.2989246230527,4.71974892623425,32.82989246230527,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111834,-3.822799034,-4.143199034,-1.6556315119195404,0.11072598061666916,False,,0.0,,,2.52484871,False,True,True,FM,1.998841,0.006088478670148054,1.998841,1,1,[Element Ta],,,,,,,,,,,,,,"['Li+', 'Br-', 'Cs+', 'Ta3+']",True
Cubic,10,"[Element Br, Element Cs, Element Li, Element Tl]",4,Cs2 Li1 Tl1 Br6,Cs2 Li1 Tl1 Br6,Cs2LiTlBr6,ABC2D6,Br-Cs-Li-Tl,352.17081281531676,4.510322461784112,35.21708128153168,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1112670,-2.832027573,-3.1524275729999998,-1.6143734992528735,0.030591878250000093,False,,0.5505,0.2736,-0.2769,-0.27291667,True,False,False,NM,0.0002389,6.783639964089883e-07,0.0002389,0,0,[],,,,,,,,,,,,,,"['Li+', 'Br-', 'Cs+', 'Tl3+']",True
Orthorhombic,20,"[Element Ba, Element O, Element Si]",3,Ba12 Si4 O4,Ba3 Si1 O1,Ba3SiO,ABC3,Ba-O-Si,630.4347580643596,4.805034837985734,31.52173790321798,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-755363,-4.419633479,-4.5428334790000005,-1.3170471667500003,0.0,True,,0.42169999999999996,3.4158,2.9941,3.07219881,False,False,False,NM,0.0,0.0,0.0,0,0,[],,,36.242592326666674,21.055260653333335,15.187331673333334,3.8970927206487316,,,,,,,,"['Ba2+', 'O2-', 'Si4-']",True
Cubic,10,"[Element F, Element Rb, Element Tl, Element Y]",4,Rb2 Y1 Tl1 F6,Rb2 Y1 Tl1 F6,Rb2YTlF6,ABC2D6,F-Rb-Tl-Y,229.56834053159795,4.182409800645718,22.956834053159795,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1113925,-5.276164308,-5.553364308,-3.327458687,0.010378296499999884,False,,4.6661,3.8293,-0.8368,-0.85255223,False,False,False,NM,0.0027737,1.208224092911551e-05,0.0027737,0,0,[],,,,,,,,,,,,,,"['F-', 'Rb+', 'Y3+', 'Tl+']",True
Monoclinic,20,"[Element La, Element Li, Element O, Element Re]",4,Li2 La4 Re2 O12,Li1 La2 Re1 O6,LiLa2ReO6,ABC2D6,La-Li-O-Re,255.54912029653775,7.368066773190458,12.777456014826887,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',mp-1190023,-7.997234219000001,-8.409434219000001,-3.0188745660833343,0.062061395016668186,False,,0.0,7.3826,7.4112,7.4027333,False,True,True,FM,3.9972046,0.01564162927018362,1.9986023,2,1,[Element Re],,,,,,,,,,,,,,"['Li+', 'Re5+', 'La3+', 'O2-']",False
Cubic,5,"[Element Mg, Element O, Element Yb]",3,Yb1 Mg1 O3,Yb1 Mg1 O3,YbMgO3,ABC3,Mg-O-Yb,58.70979239693698,6.939250705746186,11.741958479387396,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-972160,-5.538951506,-5.951151506,-2.35516061325,0.31859516424999956,False,,0.0,,,1.72144792,False,True,True,FM,1.9988442,0.034046180686278224,1.9988442,3,1,[Element O],,,,,,,,,,,,,,[],True
Cubic,5,"[Element C, Element In, Element Lu]",3,Lu3 In1 C1,Lu3 In1 C1,Lu3InC,ABC3,C-In-Lu,107.40838576530207,10.07577406552093,21.481677153060414,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1206516,-5.68388206,-5.68388206,-0.5752419034999996,0.0,True,,0.0,,,4.28634854,False,True,False,NM,9.5e-06,8.844747020738622e-08,9.5e-06,0,0,[],,,,,,,,,,,,,,[],True
Cubic,5,"[Element Cl, Element Pb, Element Rb]",3,Rb1 Pb1 Cl3,Rb1 Pb1 Cl3,RbPbCl3,ABC3,Cl-Pb-Rb,187.45133578838053,3.534781906107159,37.49026715767611,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1209191,-3.507767596,-3.8761675959999997,-1.8284093714999998,0.038352820000000065,False,,2.1963,2.9087,0.7124,0.85996495,True,False,False,NM,0.0023644,1.261340704805242e-05,0.0023644,0,0,[],,,,,,,,,,,,,,"['Pb2+', 'Cl-', 'Rb+']",True
Cubic,5,"[Element Br, Element Na, Element O]",3,Na3 Br1 O1,Na3 Br1 O1,Na3BrO,ABC3,Br-Na-O,93.15250142153529,2.93902544973586,18.630500284307058,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-985586,-3.493687096,-3.737887096,-1.6444285116810344,0.0,True,,1.8815,2.7553,0.8738,0.9397745,True,False,False,NM,0.0681367,0.0007314532509617389,0.0681367,0,0,[],,,,,,,,,,,,,,"['O2-', 'Br-', 'Na+']",True
Cubic,10,"[Element In, Element O, Element Sb, Element Sr]",4,Sr2 In1 Sb1 O6,Sr2 In1 Sb1 O6,Sr2InSbO6,ABC2D6,In-O-Sb-Sr,139.8385786418042,6.030136018058424,13.983857864180418,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1518061,-6.111631518,-6.523831518,-2.5298511035833338,0.017494947250001225,False,,1.0652,5.1745,4.1093,4.15449363,True,False,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['O2-', 'In3+', 'Sb5+', 'Sr2+']",True
Orthorhombic,60,"[Element Ca, Element Mn, Element Nd, Element O]",4,Ca4 Nd8 Mn12 O36,Ca1 Nd2 Mn3 O9,CaNd2Mn3O9,AB2C3D9,Ca-Mn-Nd-O,708.4734281956097,5.975546651456558,11.807890469926829,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-1227543,-7.650320556333333,-8.396120556333333,-2.8262446215028736,0.0,True,,0.0,,,4.11088152,False,True,True,FM,44.0428985,0.06216591441145728,11.010724625,12,2,[Element Mn],,,,,,,,,,,,,,"['Mn3+', 'O2-', 'Nd3+', 'Mn4+', 'Ca2+']",True
Monoclinic,40,"[Element Fe, Element Ga, Element La, Element O]",4,La8 Ga4 Fe4 O24,La2 Ga1 Fe1 O6,La2GaFeO6,ABC2D6,Fe-Ga-La-O,494.4240699650462,6.708672262054564,12.360601749126156,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',mp-1223350,-7.4405210872500005,-8.07832108725,-2.973294716250001,0.0191712783214264,False,,2.307899999999999,8.3182,6.0103,6.01267189,False,False,True,AFM,1.3e-06,2.629321829117067e-09,3.25e-07,4,1,[Element Fe],,,,,,,,,,,,,,"['La3+', 'Fe3+', 'Ga3+', 'O2-']",True
Cubic,10,"[Element Ba, Element Ce, Element Nb, Element O]",4,Ba2 Ce1 Nb1 O6,Ba2 Ce1 Nb1 O6,Ba2CeNbO6,ABC2D6,Ba-Ce-Nb-O,162.7605333208576,6.158877795373797,16.27605333208576,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1228422,-7.910447785,-8.322647785,-3.3674001507499995,0.018044954000002278,False,,0.0,,,5.72220986,False,True,True,FM,0.9318253,0.0057251305398652655,0.9318253,2,2,"[Element Ce, Element Nb]",,,,,,,,,,,,,,"['Ba2+', 'Ce3+', 'O2-', 'Nb5+']",True
Cubic,10,"[Element Ca, Element La, Element O, Element Sb]",4,Ca2 La1 Sb1 O6,Ca2 La1 Sb1 O6,Ca2LaSbO6,ABC2D6,Ca-La-O-Sb,157.27809701030804,4.611914512651182,15.727809701030804,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1518723,-6.6628303,-7.0750303,-2.79939626275,0.30125987,False,,2.9168000000000003,6.6642,3.7474,3.79311489,True,False,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['La3+', 'O2-', 'Sb5+', 'Ca2+']",True
Cubic,10,"[Element Eu, Element Nb, Element O, Element Sr]",4,Sr2 Eu1 Nb1 O6,Sr2 Eu1 Nb1 O6,Sr2EuNbO6,ABC2D6,Eu-Nb-O-Sr,154.90750922391265,5.532433353429948,15.490750922391266,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1520277,-8.074318424000001,-8.486518424,-3.144775822583334,0.11620951543750024,False,,0.0,,,2.57071835,False,True,True,FM,6.0000001,0.03873279048937026,6.0000001,1,1,[Element Eu],,,,,,,,,,,,,,"['Nb5+', 'Sr2+', 'O2-', 'Eu3+']",True
Cubic,10,"[Element As, Element Cl, Element Rb]",3,Rb3 As1 Cl6,Rb3 As1 Cl6,Rb3AsCl6,AB3C6,As-Cl-Rb,351.5687257889571,2.5696388476618015,35.156872578895715,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110695,-3.287144531,-3.6555445309999994,-1.7863504727499997,0.031589094250001004,False,,3.4886999999999997,2.7838,-0.7049,-0.71482235,True,False,False,NM,0.0013139,3.7372493729397305e-06,0.0013139,0,0,[],,,,,,,,,,,,,,"['Cl-', 'As3+', 'Rb+']",True
Cubic,10,"[Element F, Element K, Element Li, Element Pd]",4,K2 Li1 Pd1 F6,K2 Li1 Pd1 F6,K2LiPdF6,ABC2D6,F-K-Li-Pd,141.46152306530266,3.5866602565110823,14.146152306530265,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111924,-4.326724452,-4.603924451999999,-2.5260768144333334,0.0290432629999966,False,,0.0,,,0.01700786,False,True,True,FM,1.0000481,0.0070694000625056855,1.0000481,1,1,[Element Pd],,,,,,,,,,,,,,"['F-', 'K+', 'Li+', 'Pd3+']",True
Tetragonal,10,"[Element Ba, Element Eu, Element O, Element Zr]",4,Ba1 Eu1 Zr2 O6,Ba1 Eu1 Zr2 O6,BaEuZr2O6,ABC2D6,Ba-Eu-O-Zr,150.66390604092888,6.257283751396131,15.066390604092888,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',mp-1520734,-9.079452006,-9.491652005999999,-3.59650097925,0.047053336250002076,False,,0.22419999999999973,5.0953,4.8711,4.9213709,True,False,True,FM,6.9999999,0.04646102762063265,6.9999999,1,1,[Element Eu],,,,,,,,,,,,,,"['Eu2+', 'Ba2+', 'O2-', 'Zr4+']",True
Cubic,10,"[Element Cs, Element I, Element Li, Element Ta]",4,Cs2 Li1 Ta1 I6,Cs2 Li1 Ta1 I6,Cs2LiTaI6,ABC2D6,Cs-I-Li-Ta,407.98621128134,4.945670075804265,40.798621128134,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1113000,-3.3971670090000003,-3.6245670090000006,-1.1847966749195407,0.12768847506249736,False,,0.0,,,3.28300037,False,True,True,FM,1.9986259,0.004898758450005026,1.9986259,1,1,[Element Ta],,,,,,,,,,,,,,"['Ta3+', 'Li+', 'Cs+', 'I-']",True
